fecha_hora,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,fecha,hora,dia_semana,viene_de_10m,viene_de_100m,viene_de_10m_detalle,viene_de_100m_detalle,va_hacia_10m,va_hacia_100m
2026-09-18 00:00:00,4.8466477,8.287822,344.93146,325.6196,2026-09-18,0,Friday,Norte,Noroeste,Nornoroeste,Noroeste,Sur,Sureste
2026-09-18 01:00:00,5.7599998,9.059205,360.0,339.04413,2026-09-18,1,Friday,Norte,Norte,Norte,Nornoroeste,Sur,Sur
2026-09-18 02:00:00,6.310277,8.863972,3.2704222,347.0926,2026-09-18,2,Friday,Norte,Norte,Norte,Nornoroeste,Sur,Sur
2026-09-18 03:00:00,7.2022495,10.105681,358.56793,355.91446,2026-09-18,3,Friday,Norte,Norte,Norte,Norte,Sur,Sur
2026-09-18 04:00:00,7.415038,11.5115595,354.4279,350.0959,2026-09-18,4,Friday,Norte,Norte,Norte,Norte,Sur,Sur
2026-09-18 05:00:00,7.040739,9.028754,355.60138,336.5014,2026-09-18,5,Friday,Norte,Noroeste,Norte,Nornoroeste,Sur,Sureste
2026-09-18 06:00:00,6.66,7.6473517,360.0,333.43503,2026-09-18,6,Friday,Norte,Noroeste,Norte,Nornoroeste,Sur,Sureste
2026-09-18 07:00:00,5.771239,6.198903,356.42374,334.17905,2026-09-18,7,Friday,Norte,Noroeste,Norte,Nornoroeste,Sur,Sureste
2026-09-18 08:00:00,3.3043609,4.952453,330.64233,340.9064,2026-09-18,8,Friday,Noroeste,Norte,Nornoroeste,Nornoroeste,Sureste,Sur
2026-09-18 09:00:00,1.609969,1.0495713,206.56499,239.0363,2026-09-18,9,Friday,Suroeste,Suroeste,Sursuroeste,Oestesuroeste,Noreste,Noreste
2026-09-18 10:00:00,4.32,4.5572357,180.0,170.9098,2026-09-18,10,Friday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-18 11:00:00,11.570515,14.230248,185.35573,182.1747,2026-09-18,11,Friday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-18 12:00:00,11.521406,14.944336,180.89516,178.61967,2026-09-18,12,Friday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-18 13:00:00,6.297428,7.995323,149.03632,148.81508,2026-09-18,13,Friday,Sureste,Sureste,Sursureste,Sursureste,Noroeste,Noroeste
2026-09-18 14:00:00,4.7110505,6.2145634,173.41815,169.99208,2026-09-18,14,Friday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-18 15:00:00,5.48631,7.029225,221.00899,219.80553,2026-09-18,15,Friday,Suroeste,Suroeste,Suroeste,Suroeste,Noreste,Noreste
2026-09-18 16:00:00,6.037383,8.019601,280.30478,279.0394,2026-09-18,16,Friday,Oeste,Oeste,Oeste,Oeste,Este,Este
2026-09-18 17:00:00,2.8116899,4.0449967,309.8055,302.27563,2026-09-18,17,Friday,Noroeste,Noroeste,Noroeste,Oestenoroeste,Sureste,Sureste
2026-09-18 18:00:00,0.9,2.9301877,216.86998,280.6196,2026-09-18,18,Friday,Suroeste,Oeste,Suroeste,Oeste,Noreste,Este
2026-09-18 19:00:00,4.0449967,6.050785,32.275623,22.751022,2026-09-18,19,Friday,Noreste,Noreste,Nornoreste,Nornoreste,Suroeste,Suroeste
2026-09-18 20:00:00,4.3536186,4.2021427,29.744795,43.26433,2026-09-18,20,Friday,Noreste,Noreste,Nornoreste,Noreste,Suroeste,Suroeste
2026-09-18 21:00:00,5.020677,4.186693,14.534496,64.5367,2026-09-18,21,Friday,Norte,Noreste,Nornoreste,Estenoreste,Sur,Suroeste
2026-09-18 22:00:00,4.14,2.50064,360.0,59.743652,2026-09-18,22,Friday,Norte,Noreste,Norte,Estenoreste,Sur,Suroeste
2026-09-18 23:00:00,3.4199998,1.4058449,360.0,320.1945,2026-09-18,23,Friday,Norte,Noroeste,Norte,Noroeste,Sur,Sureste
2026-09-19 00:00:00,4.3349743,3.7971041,355.23645,328.5705,2026-09-19,0,Saturday,Norte,Noroeste,Norte,Nornoroeste,Sur,Sureste
2026-09-19 01:00:00,4.8899083,7.3094187,353.6599,307.99878,2026-09-19,1,Saturday,Norte,Noroeste,Norte,Noroeste,Sur,Sureste
2026-09-19 02:00:00,5.2694216,6.21717,352.14676,337.8905,2026-09-19,2,Saturday,Norte,Norte,Norte,Nornoroeste,Sur,Sur
2026-09-19 03:00:00,3.6179552,3.8521678,354.2895,307.40543,2026-09-19,3,Saturday,Norte,Noroeste,Norte,Noroeste,Sur,Sureste
2026-09-19 04:00:00,3.189608,4.6834598,343.61038,272.20255,2026-09-19,4,Saturday,Norte,Oeste,Nornoroeste,Oeste,Sur,Este
2026-09-19 05:00:00,3.4152596,6.1858225,341.56494,278.36578,2026-09-19,5,Saturday,Norte,Oeste,Nornoroeste,Oeste,Sur,Este
2026-09-19 06:00:00,2.4482646,4.7110505,342.8972,263.41815,2026-09-19,6,Saturday,Norte,Oeste,Nornoroeste,Oeste,Sur,Este
2026-09-19 07:00:00,2.2553935,3.644722,298.61035,249.77505,2026-09-19,7,Saturday,Noroeste,Oeste,Oestenoroeste,Oestesuroeste,Sureste,Este
2026-09-19 08:00:00,2.9301877,2.9522195,222.5104,232.43134,2026-09-19,8,Saturday,Suroeste,Suroeste,Suroeste,Suroeste,Noreste,Noreste
2026-09-19 09:00:00,6.763786,7.889259,205.2011,207.1496,2026-09-19,9,Saturday,Suroeste,Suroeste,Sursuroeste,Sursuroeste,Noreste,Noreste
2026-09-19 10:00:00,8.557102,10.234705,202.24907,203.86018,2026-09-19,10,Saturday,Sur,Suroeste,Sursuroeste,Sursuroeste,Norte,Noreste
2026-09-19 11:00:00,10.261579,12.810386,195.25517,197.162,2026-09-19,11,Saturday,Sur,Sur,Sursuroeste,Sursuroeste,Norte,Norte
2026-09-19 12:00:00,7.2359104,9.266067,185.7105,187.8152,2026-09-19,12,Saturday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-19 13:00:00,6.698806,8.581677,186.17007,189.65982,2026-09-19,13,Saturday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-19 14:00:00,1.4512063,2.1068459,209.7448,199.9832,2026-09-19,14,Saturday,Suroeste,Sur,Sursuroeste,Sursuroeste,Noreste,Norte
2026-09-19 15:00:00,0.9178235,1.8792552,11.3098955,286.6993,2026-09-19,15,Saturday,Norte,Oeste,Nornoreste,Oestenoroeste,Sur,Este
2026-09-19 16:00:00,1.1384199,1.5379207,251.56496,290.55612,2026-09-19,16,Saturday,Oeste,Oeste,Oestesuroeste,Oestenoroeste,Este,Este
2026-09-19 17:00:00,1.8089776,5.506941,354.2895,348.6901,2026-09-19,17,Saturday,Norte,Norte,Norte,Nornoroeste,Sur,Sur
2026-09-19 18:00:00,2.5959969,1.9881649,56.309914,354.80566,2026-09-19,18,Saturday,Noreste,Norte,Estenoreste,Norte,Suroeste,Sur
2026-09-19 19:00:00,5.983477,6.9153743,43.7812,51.34017,2026-09-19,19,Saturday,Noreste,Noreste,Noreste,Noreste,Suroeste,Suroeste
2026-09-19 20:00:00,4.452954,8.748075,14.036275,53.3658,2026-09-19,20,Saturday,Norte,Noreste,Nornoreste,Noreste,Sur,Suroeste
2026-09-19 21:00:00,9.102021,14.197196,24.537718,39.3405,2026-09-19,21,Saturday,Noreste,Noreste,Nornoreste,Noreste,Suroeste,Suroeste
2026-09-19 22:00:00,5.232399,4.412754,356.0549,11.76827,2026-09-19,22,Saturday,Norte,Norte,Norte,Nornoreste,Sur,Sur
2026-09-19 23:00:00,3.604497,2.4482648,2.8623457,306.02747,2026-09-19,23,Saturday,Norte,Noroeste,Norte,Noroeste,Sur,Sureste
2026-09-20 00:00:00,1.4512063,1.0948973,7.12493,170.53775,2026-09-20,0,Sunday,Norte,Sur,Norte,Sur,Sur,Norte
2026-09-20 01:00:00,1.0948973,2.0124612,9.462248,296.56497,2026-09-20,1,Sunday,Norte,Noroeste,Norte,Oestenoroeste,Sur,Sureste
2026-09-20 02:00:00,0.9,1.9469976,53.13002,146.3099,2026-09-20,2,Sunday,Noreste,Sureste,Noreste,Sursureste,Suroeste,Noroeste
2026-09-20 03:00:00,1.8532133,2.8174455,29.054508,63.435013,2026-09-20,3,Sunday,Noreste,Noreste,Nornoreste,Estenoreste,Suroeste,Suroeste
