fecha_hora,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,fecha,hora,dia_semana,viene_de_10m,viene_de_100m,viene_de_10m_detalle,viene_de_100m_detalle,va_hacia_10m,va_hacia_100m
2026-09-21 00:00:00,0.9,4.3349743,53.13002,85.23644,2026-09-21,0,Monday,Noreste,Este,Noreste,Este,Suroeste,Oeste
2026-09-21 01:00:00,3.0758414,6.4323244,69.44387,72.07199,2026-09-21,1,Monday,Este,Este,Estenoreste,Estenoreste,Oeste,Oeste
2026-09-21 02:00:00,1.659518,7.0015144,257.4712,72.03077,2026-09-21,2,Monday,Oeste,Este,Oestesuroeste,Estenoreste,Este,Oeste
2026-09-21 03:00:00,0.76367533,0.0,135.0001,270.0,2026-09-21,3,Monday,Sureste,Oeste,Sureste,Oeste,Noroeste,Este
2026-09-21 04:00:00,2.0523157,2.6758924,142.12495,250.34608,2026-09-21,4,Monday,Sureste,Oeste,Sureste,Oestesuroeste,Noroeste,Este
2026-09-21 05:00:00,1.4399999,2.4216523,90.0,48.01287,2026-09-21,5,Monday,Este,Noreste,Este,Noreste,Oeste,Suroeste
2026-09-21 06:00:00,1.0948973,4.5,9.462248,73.73973,2026-09-21,6,Monday,Norte,Este,Norte,Estenoreste,Sur,Oeste
2026-09-21 07:00:00,0.35999998,3.219938,180.0,63.435013,2026-09-21,7,Monday,Sur,Noreste,Sur,Estenoreste,Norte,Suroeste
2026-09-21 08:00:00,3.5864744,3.644722,197.52567,200.22495,2026-09-21,8,Monday,Sur,Sur,Sursuroeste,Sursuroeste,Norte,Norte
2026-09-21 09:00:00,4.175069,4.5322843,172.56868,186.84268,2026-09-21,9,Monday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-21 10:00:00,5.8104043,6.8138976,163.81073,167.79955,2026-09-21,10,Monday,Sur,Sur,Sursureste,Sursureste,Norte,Norte
2026-09-21 11:00:00,5.4744864,7.42159,189.46225,194.03627,2026-09-21,11,Monday,Sur,Sur,Sur,Sursuroeste,Norte,Norte
