fecha_hora,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,fecha,hora,dia_semana,viene_de_10m,viene_de_100m,viene_de_10m_detalle,viene_de_100m_detalle,va_hacia_10m,va_hacia_100m
2026-09-13 00:00:00,4.7110505,5.796447,353.41815,323.8417,2026-09-13,0,Sunday,Norte,Noroeste,Norte,Noroeste,Sur,Sureste
2026-09-13 01:00:00,2.7059932,4.5536795,356.186,288.43503,2026-09-13,1,Sunday,Norte,Oeste,Norte,Oestenoroeste,Sur,Este
2026-09-13 02:00:00,4.68,5.95906,360.0,334.98312,2026-09-13,2,Sunday,Norte,Noroeste,Norte,Nornoroeste,Sur,Sureste
2026-09-13 03:00:00,5.7628117,7.4932766,358.21014,335.89777,2026-09-13,3,Sunday,Norte,Noroeste,Norte,Nornoroeste,Sur,Sureste
2026-09-13 04:00:00,5.5916004,6.1226463,356.3087,335.69547,2026-09-13,4,Sunday,Norte,Noroeste,Norte,Nornoroeste,Sur,Sureste
2026-09-13 05:00:00,5.5916004,5.5829024,356.3087,339.22766,2026-09-13,5,Sunday,Norte,Norte,Norte,Nornoroeste,Sur,Sur
2026-09-13 06:00:00,6.1437774,7.596341,354.95764,323.67307,2026-09-13,6,Sunday,Norte,Noroeste,Norte,Noroeste,Sur,Sureste
2026-09-13 07:00:00,6.1858225,7.327127,351.63422,332.176,2026-09-13,7,Sunday,Norte,Noroeste,Norte,Nornoroeste,Sur,Sureste
2026-09-13 08:00:00,3.4763772,4.978554,291.25058,310.60123,2026-09-13,8,Sunday,Oeste,Noroeste,Oestenoroeste,Noroeste,Este,Sureste
2026-09-13 09:00:00,3.2048087,3.536439,231.84273,255.2564,2026-09-13,9,Sunday,Suroeste,Oeste,Suroeste,Oestesuroeste,Noreste,Este
2026-09-13 10:00:00,4.323748,4.379589,182.3859,170.53775,2026-09-13,10,Sunday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-13 11:00:00,9.007196,10.98,177.70944,169.61119,2026-09-13,11,Sunday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-13 12:00:00,10.837435,13.684735,184.76355,178.4926,2026-09-13,12,Sunday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-13 13:00:00,11.016824,14.050382,184.6858,182.20255,2026-09-13,13,Sunday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-13 14:00:00,5.771239,6.849467,183.57626,183.01273,2026-09-13,14,Sunday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-13 15:00:00,4.5572357,5.6060677,189.0902,185.52745,2026-09-13,15,Sunday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-13 16:00:00,6.050785,7.16617,239.62096,244.7223,2026-09-13,16,Sunday,Suroeste,Suroeste,Oestesuroeste,Oestesuroeste,Noreste,Noreste
2026-09-13 17:00:00,8.0599,10.934166,240.57263,249.77505,2026-09-13,17,Sunday,Suroeste,Oeste,Oestesuroeste,Oestesuroeste,Noreste,Este
2026-09-13 18:00:00,2.6758924,6.7397914,222.27362,235.88548,2026-09-13,18,Sunday,Suroeste,Suroeste,Suroeste,Suroeste,Noreste,Noreste
2026-09-13 19:00:00,3.096837,3.644722,54.46224,69.775055,2026-09-13,19,Sunday,Noreste,Este,Noreste,Estenoreste,Suroeste,Oeste
2026-09-13 20:00:00,3.9477081,6.452441,24.227736,67.01126,2026-09-13,20,Sunday,Noreste,Noreste,Nornoreste,Estenoreste,Suroeste,Suroeste
2026-09-13 21:00:00,0.9,0.40249225,360.0,153.43501,2026-09-13,21,Sunday,Norte,Sureste,Norte,Sursureste,Sur,Noroeste
