fecha_hora,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,fecha,hora,dia_semana,viene_de_10m,viene_de_100m,viene_de_10m_detalle,viene_de_100m_detalle,va_hacia_10m,va_hacia_100m
2026-09-16 00:00:00,5.9834766,8.731392,6.9111314,351.70294,2026-09-16,0,Wednesday,Norte,Norte,Norte,Norte,Sur,Sur
2026-09-16 01:00:00,6.542201,10.957847,7.907082,14.264554,2026-09-16,1,Wednesday,Norte,Norte,Norte,Nornoreste,Sur,Sur
2026-09-16 02:00:00,8.171683,14.05845,352.40543,2.93562,2026-09-16,2,Wednesday,Norte,Norte,Norte,Norte,Sur,Sur
2026-09-16 03:00:00,8.049845,14.178928,349.69522,351.97284,2026-09-16,3,Wednesday,Norte,Norte,Norte,Norte,Sur,Sur
2026-09-16 04:00:00,8.553314,15.96327,351.52893,352.87506,2026-09-16,4,Wednesday,Norte,Norte,Norte,Norte,Sur,Sur
2026-09-16 05:00:00,7.3094187,13.062098,350.07382,348.0707,2026-09-16,5,Wednesday,Norte,Norte,Norte,Nornoroeste,Sur,Sur
2026-09-16 06:00:00,7.3094187,11.7827835,350.07382,341.28815,2026-09-16,6,Wednesday,Norte,Norte,Norte,Nornoroeste,Sur,Sur
2026-09-16 07:00:00,7.1208143,9.627896,343.8556,339.1931,2026-09-16,7,Wednesday,Norte,Norte,Nornoroeste,Nornoroeste,Sur,Sur
2026-09-16 08:00:00,3.189608,4.863332,286.38962,321.009,2026-09-16,8,Wednesday,Oeste,Noroeste,Oestenoroeste,Noroeste,Este,Sureste
2026-09-16 09:00:00,2.8116899,2.6208394,219.80553,254.05453,2026-09-16,9,Wednesday,Suroeste,Oeste,Suroeste,Oestesuroeste,Noreste,Este
2026-09-16 10:00:00,4.2136917,3.8773184,199.9832,201.80147,2026-09-16,10,Wednesday,Sur,Sur,Sursuroeste,Sursuroeste,Norte,Norte
2026-09-16 11:00:00,6.3639607,7.0223074,188.13002,181.46877,2026-09-16,11,Wednesday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-16 12:00:00,11.705537,14.230248,181.76236,177.8253,2026-09-16,12,Wednesday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-16 13:00:00,8.885877,10.8029995,173.01904,169.43904,2026-09-16,13,Wednesday,Sur,Sur,Sur,Sur,Norte,Norte
