fecha_hora,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,fecha,hora,dia_semana,viene_de_10m,viene_de_100m,viene_de_10m_detalle,viene_de_100m_detalle,va_hacia_10m,va_hacia_100m
2026-09-11 00:00:00,1.6299692,1.9469976,6.3401003,326.3099,2026-09-11,0,Friday,Norte,Noroeste,Norte,Nornoroeste,Sur,Sureste
2026-09-11 01:00:00,1.8792552,2.0523157,16.699326,344.7448,2026-09-11,1,Friday,Norte,Norte,Nornoreste,Nornoroeste,Sur,Sur
2026-09-11 02:00:00,3.9477081,4.2481523,24.227736,36.38445,2026-09-11,2,Friday,Noreste,Noreste,Nornoreste,Noreste,Suroeste,Suroeste
2026-09-11 03:00:00,5.2416787,5.495161,15.945477,58.392544,2026-09-11,3,Friday,Norte,Noreste,Nornoreste,Estenoreste,Sur,Suroeste
2026-09-11 04:00:00,5.0432134,4.514377,2.0453732,23.498587,2026-09-11,4,Friday,Norte,Noreste,Norte,Nornoreste,Sur,Suroeste
2026-09-11 05:00:00,5.8298883,6.889557,351.11942,340.14468,2026-09-11,5,Friday,Norte,Norte,Norte,Nornoroeste,Sur,Sur
2026-09-11 06:00:00,7.388775,7.5942073,357.20734,354.55975,2026-09-11,6,Friday,Norte,Norte,Norte,Norte,Sur,Sur
2026-09-11 07:00:00,5.3517847,5.896202,340.3461,328.73633,2026-09-11,7,Friday,Norte,Noroeste,Nornoroeste,Nornoroeste,Sur,Sureste
2026-09-11 08:00:00,3.5455887,4.32,246.0375,270.0,2026-09-11,8,Friday,Suroeste,Oeste,Oestesuroeste,Oeste,Noreste,Este
2026-09-11 09:00:00,4.0449967,3.9640884,212.27562,219.47243,2026-09-11,9,Friday,Suroeste,Suroeste,Sursuroeste,Suroeste,Noreste,Noreste
2026-09-11 10:00:00,5.0688457,5.5829024,186.1154,178.15244,2026-09-11,10,Friday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-11 11:00:00,9.9,12.324414,180.0,173.29025,2026-09-11,11,Friday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-11 12:00:00,14.428097,18.183563,183.57626,181.1344,2026-09-11,12,Friday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-11 13:00:00,11.989945,15.070633,187.76508,187.54933,2026-09-11,13,Friday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-11 14:00:00,13.5515,17.247156,196.9909,198.24594,2026-09-11,14,Friday,Sur,Sur,Sursuroeste,Sursuroeste,Norte,Norte
2026-09-11 15:00:00,12.410866,15.978484,199.48622,202.52061,2026-09-11,15,Friday,Sur,Suroeste,Sursuroeste,Sursuroeste,Norte,Noreste
2026-09-11 16:00:00,8.936778,11.738705,207.5972,215.6399,2026-09-11,16,Friday,Suroeste,Suroeste,Sursuroeste,Suroeste,Noreste,Noreste
2026-09-11 17:00:00,8.536252,11.144021,204.94388,211.1224,2026-09-11,17,Friday,Suroeste,Suroeste,Sursuroeste,Sursuroeste,Noreste,Noreste
2026-09-11 18:00:00,6.489992,8.856658,213.6901,217.56866,2026-09-11,18,Friday,Suroeste,Suroeste,Sursuroeste,Suroeste,Noreste,Noreste
2026-09-11 19:00:00,0.8049845,3.244996,296.56497,250.55988,2026-09-11,19,Friday,Noroeste,Oeste,Oestenoroeste,Oestesuroeste,Sureste,Este
2026-09-11 20:00:00,4.0449967,7.8954163,327.72437,316.8476,2026-09-11,20,Friday,Noroeste,Noroeste,Nornoroeste,Noroeste,Sureste,Sureste
2026-09-11 21:00:00,6.601363,12.74954,78.996506,103.05525,2026-09-11,21,Friday,Este,Este,Este,Estesureste,Oeste,Oeste
2026-09-11 22:00:00,8.037761,8.242743,304.046,301.60745,2026-09-11,22,Friday,Noroeste,Noroeste,Noroeste,Oestenoroeste,Sureste,Sureste
2026-09-11 23:00:00,3.462369,5.4744864,351.02744,350.53775,2026-09-11,23,Friday,Norte,Norte,Norte,Norte,Sur,Sur
2026-09-12 00:00:00,1.4512063,4.952453,330.25522,250.9064,2026-09-12,0,Saturday,Noroeste,Oeste,Nornoroeste,Oestesuroeste,Sureste,Este
2026-09-12 01:00:00,0.9693296,2.7534704,338.19852,281.3099,2026-09-12,1,Saturday,Norte,Oeste,Nornoroeste,Oestenoroeste,Sur,Este
2026-09-12 02:00:00,1.4512063,4.1046314,352.87506,307.87503,2026-09-12,2,Saturday,Norte,Noroeste,Norte,Noroeste,Sur,Sureste
2026-09-12 03:00:00,1.4399999,3.644722,360.0,290.22495,2026-09-12,3,Saturday,Norte,Oeste,Norte,Oestenoroeste,Sur,Este
2026-09-12 04:00:00,1.2074767,1.4512063,26.564985,352.87506,2026-09-12,4,Saturday,Noreste,Norte,Nornoreste,Norte,Suroeste,Sur
2026-09-12 05:00:00,2.3400002,2.7475805,22.61991,31.607454,2026-09-12,5,Saturday,Noreste,Noreste,Nornoreste,Nornoreste,Suroeste,Suroeste
2026-09-12 06:00:00,2.7238941,3.2599385,7.59456,6.3401003,2026-09-12,6,Saturday,Norte,Norte,Norte,Norte,Sur,Sur
