fecha_hora,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,fecha,hora,dia_semana,viene_de_10m,viene_de_100m,viene_de_10m_detalle,viene_de_100m_detalle,va_hacia_10m,va_hacia_100m
2026-09-17 00:00:00,2.7238941,5.2694216,7.59456,352.14676,2026-09-17,0,Thursday,Norte,Norte,Norte,Norte,Sur,Sur
2026-09-17 01:00:00,4.8633323,9.422101,357.87894,353.41815,2026-09-17,1,Thursday,Norte,Norte,Norte,Norte,Sur,Sur
2026-09-17 02:00:00,6.489992,11.542478,356.82022,356.42374,2026-09-17,2,Thursday,Norte,Norte,Norte,Norte,Sur,Sur
2026-09-17 03:00:00,7.5685663,15.12107,2.7262611,0.68205386,2026-09-17,3,Thursday,Norte,Norte,Norte,Norte,Sur,Sur
2026-09-17 04:00:00,7.5942073,14.993038,354.55975,355.17932,2026-09-17,4,Thursday,Norte,Norte,Norte,Norte,Sur,Sur
2026-09-17 05:00:00,9.178235,16.454008,348.6901,349.91946,2026-09-17,5,Thursday,Norte,Norte,Nornoroeste,Norte,Sur,Sur
2026-09-17 06:00:00,9.0645685,14.685176,353.15732,348.6901,2026-09-17,6,Thursday,Norte,Norte,Norte,Nornoroeste,Sur,Sur
2026-09-17 07:00:00,8.338489,12.9249525,346.2637,347.125,2026-09-17,7,Thursday,Norte,Norte,Nornoroeste,Nornoroeste,Sur,Sur
2026-09-17 08:00:00,4.5820518,7.4932766,315.0001,335.89777,2026-09-17,8,Thursday,Noroeste,Noroeste,Noroeste,Nornoroeste,Sureste,Sureste
2026-09-17 09:00:00,1.8,2.2553935,233.13002,298.61035,2026-09-17,9,Thursday,Suroeste,Noroeste,Suroeste,Oestenoroeste,Noreste,Sureste
2026-09-17 10:00:00,5.9834766,6.379216,201.16133,196.38962,2026-09-17,10,Thursday,Sur,Sur,Sursuroeste,Sursuroeste,Norte,Norte
2026-09-17 11:00:00,8.473393,9.9408245,192.26476,185.19434,2026-09-17,11,Thursday,Sur,Sur,Sursuroeste,Sur,Norte,Norte
2026-09-17 12:00:00,8.260411,9.854075,191.30989,189.46225,2026-09-17,12,Thursday,Sur,Sur,Sursuroeste,Sur,Norte,Norte
2026-09-17 13:00:00,9.582359,11.525623,185.38922,181.78987,2026-09-17,13,Thursday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-17 14:00:00,9.387651,11.983188,212.47118,212.73521,2026-09-17,14,Thursday,Suroeste,Suroeste,Sursuroeste,Sursuroeste,Noreste,Noreste
2026-09-17 15:00:00,6.391901,8.217153,237.65257,241.1893,2026-09-17,15,Thursday,Suroeste,Suroeste,Oestesuroeste,Oestesuroeste,Noreste,Noreste
2026-09-17 16:00:00,7.6579366,10.144082,240.42226,242.52565,2026-09-17,16,Thursday,Suroeste,Suroeste,Oestesuroeste,Oestesuroeste,Noreste,Noreste
2026-09-17 17:00:00,4.0449967,5.5567255,237.72438,245.09526,2026-09-17,17,Thursday,Suroeste,Suroeste,Oestesuroeste,Oestesuroeste,Noreste,Noreste
2026-09-17 18:00:00,0.8049845,0.9693296,26.564985,338.19852,2026-09-17,18,Thursday,Noreste,Norte,Nornoreste,Nornoroeste,Suroeste,Sur
2026-09-17 19:00:00,3.143565,5.896202,293.6294,282.33908,2026-09-17,19,Thursday,Noroeste,Oeste,Oestenoroeste,Oestenoroeste,Sureste,Este
2026-09-17 20:00:00,2.9024127,5.22,29.744795,46.39711,2026-09-17,20,Thursday,Noreste,Noreste,Nornoreste,Noreste,Suroeste,Suroeste
2026-09-17 21:00:00,0.40249225,1.0495713,333.43503,149.03632,2026-09-17,21,Thursday,Noroeste,Sureste,Nornoroeste,Sursureste,Sureste,Noroeste
2026-09-17 22:00:00,1.8792552,3.550155,343.3007,329.53452,2026-09-17,22,Thursday,Norte,Noroeste,Nornoroeste,Nornoroeste,Sur,Sureste
2026-09-17 23:00:00,1.7727944,2.995797,336.0375,327.26477,2026-09-17,23,Thursday,Noroeste,Noroeste,Nornoroeste,Nornoroeste,Sureste,Sureste
2026-09-18 00:00:00,3.096837,5.1826253,324.46225,290.3232,2026-09-18,0,Friday,Noroeste,Oeste,Noroeste,Oestenoroeste,Sureste,Este
