fecha_hora,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,fecha,hora,dia_semana,viene_de_10m,viene_de_100m,viene_de_10m_detalle,viene_de_100m_detalle,va_hacia_10m,va_hacia_100m
2026-09-19 00:00:00,4.5891175,4.452954,25.559923,75.96373,2026-09-19,0,Saturday,Noreste,Este,Nornoreste,Estenoreste,Suroeste,Oeste
2026-09-19 01:00:00,3.9844694,6.1437774,18.435053,95.04236,2026-09-19,1,Saturday,Norte,Este,Nornoreste,Este,Sur,Oeste
2026-09-19 02:00:00,2.1674871,2.5071096,4.763556,111.03758,2026-09-19,2,Saturday,Norte,Este,Norte,Estesureste,Sur,Oeste
2026-09-19 03:00:00,2.3469126,2.4014995,355.60138,282.99463,2026-09-19,3,Saturday,Norte,Oeste,Norte,Oestenoroeste,Sur,Este
2026-09-19 04:00:00,1.9881649,1.8792552,354.80566,253.30067,2026-09-19,4,Saturday,Norte,Oeste,Norte,Oestesuroeste,Sur,Este
2026-09-19 05:00:00,2.7059932,2.3051248,356.186,321.34018,2026-09-19,5,Saturday,Norte,Noroeste,Norte,Noroeste,Sur,Sureste
2026-09-19 06:00:00,3.2846913,3.8647635,350.53775,297.75842,2026-09-19,6,Saturday,Norte,Noroeste,Norte,Oestenoroeste,Sur,Sureste
2026-09-19 07:00:00,3.219938,4.0449963,333.43503,290.85452,2026-09-19,7,Saturday,Noroeste,Oeste,Nornoroeste,Oestenoroeste,Sureste,Este
2026-09-19 08:00:00,3.0547013,3.3043609,224.9999,240.64233,2026-09-19,8,Saturday,Suroeste,Suroeste,Suroeste,Oestesuroeste,Noreste,Noreste
2026-09-19 09:00:00,5.5450516,6.2379804,215.75398,223.83095,2026-09-19,9,Saturday,Suroeste,Suroeste,Suroeste,Suroeste,Noreste,Noreste
2026-09-19 10:00:00,7.889259,9.096681,207.1496,207.07199,2026-09-19,10,Saturday,Suroeste,Suroeste,Sursuroeste,Sursuroeste,Noreste,Noreste
2026-09-19 11:00:00,9.627896,11.935778,200.80687,203.08516,2026-09-19,11,Saturday,Sur,Suroeste,Sursuroeste,Sursuroeste,Norte,Noreste
2026-09-19 12:00:00,11.304229,14.4415655,189.16228,190.04929,2026-09-19,12,Saturday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-19 13:00:00,4.445672,5.937272,158.62932,165.96373,2026-09-19,13,Saturday,Sur,Sur,Sursureste,Sursureste,Norte,Norte
2026-09-19 14:00:00,3.9477081,5.2323985,226.8476,220.81499,2026-09-19,14,Saturday,Suroeste,Suroeste,Suroeste,Suroeste,Noreste,Noreste
2026-09-19 15:00:00,4.379589,6.66,279.46225,270.0,2026-09-19,15,Saturday,Oeste,Oeste,Oeste,Oeste,Este,Este
2026-09-19 16:00:00,3.693291,5.904439,313.0251,322.43134,2026-09-19,16,Saturday,Noroeste,Noroeste,Noroeste,Noroeste,Sureste,Sureste
2026-09-19 17:00:00,3.550155,6.804381,300.46545,307.47626,2026-09-19,17,Saturday,Noroeste,Noroeste,Oestenoroeste,Noroeste,Sureste,Sureste
2026-09-19 18:00:00,4.752136,5.0528407,37.30404,4.085537,2026-09-19,18,Saturday,Noreste,Norte,Noreste,Norte,Suroeste,Sur
2026-09-19 19:00:00,3.644722,3.604497,20.224945,2.8623457,2026-09-19,19,Saturday,Norte,Norte,Nornoreste,Norte,Sur,Sur
2026-09-19 20:00:00,2.2553935,0.56920993,28.610369,108.43504,2026-09-19,20,Saturday,Noreste,Este,Nornoreste,Estesureste,Suroeste,Oeste
2026-09-19 21:00:00,3.710795,3.7971041,14.036275,58.570484,2026-09-19,21,Saturday,Norte,Noreste,Nornoreste,Estenoreste,Sur,Suroeste
2026-09-19 22:00:00,1.8792552,3.396233,16.699326,147.99466,2026-09-19,22,Saturday,Norte,Sureste,Nornoreste,Sursureste,Sur,Noroeste
2026-09-19 23:00:00,2.657668,5.12289,28.30066,108.43504,2026-09-19,23,Saturday,Noreste,Este,Nornoreste,Estesureste,Suroeste,Oeste
2026-09-20 00:00:00,7.0015144,14.277983,17.969234,33.6901,2026-09-20,0,Sunday,Norte,Noreste,Nornoreste,Nornoreste,Sur,Suroeste
2026-09-20 01:00:00,3.8183763,5.1544156,8.130019,102.09474,2026-09-20,1,Sunday,Norte,Este,Norte,Estesureste,Sur,Oeste
2026-09-20 02:00:00,3.4247334,3.5864744,356.98727,342.47433,2026-09-20,2,Sunday,Norte,Norte,Norte,Nornoroeste,Sur,Sur
2026-09-20 03:00:00,1.1384199,2.5071096,18.435053,158.96242,2026-09-20,3,Sunday,Norte,Sur,Nornoreste,Sursureste,Sur,Norte
2026-09-20 04:00:00,1.9386592,2.6999998,338.19852,270.0,2026-09-20,4,Sunday,Norte,Oeste,Nornoroeste,Oeste,Sur,Este
2026-09-20 05:00:00,2.0124612,3.8856654,333.43503,256.60748,2026-09-20,5,Sunday,Noroeste,Oeste,Nornoroeste,Oestesuroeste,Sureste,Este
2026-09-20 06:00:00,1.9469976,4.5572357,326.3099,260.9098,2026-09-20,6,Sunday,Noroeste,Oeste,Nornoroeste,Oeste,Sureste,Este
2026-09-20 07:00:00,3.3043609,5.4477882,299.35767,277.59454,2026-09-20,7,Sunday,Noroeste,Oeste,Oestenoroeste,Oeste,Sureste,Este
2026-09-20 08:00:00,2.0124612,2.226477,169.6952,194.03627,2026-09-20,8,Sunday,Sur,Sur,Sur,Sursuroeste,Norte,Norte
2026-09-20 09:00:00,5.2478566,5.9834766,174.09395,173.08887,2026-09-20,9,Sunday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-20 10:00:00,6.302571,6.849467,181.63654,183.01273,2026-09-20,10,Sunday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-20 11:00:00,10.094454,12.093534,183.06642,184.2678,2026-09-20,11,Sunday,Sur,Sur,Sur,Sur,Norte,Norte
2026-09-20 12:00:00,8.473393,10.8955765,167.73524,172.40544,2026-09-20,12,Sunday,Sur,Sur,Sursureste,Sur,Norte,Norte
2026-09-20 13:00:00,5.983477,8.139901,164.2913,161.96562,2026-09-20,13,Sunday,Sur,Sur,Sursureste,Sursureste,Norte,Norte
2026-09-20 14:00:00,6.830519,9.292255,198.43504,201.59537,2026-09-20,14,Sunday,Sur,Sur,Sursuroeste,Sursuroeste,Norte,Norte
2026-09-20 15:00:00,5.6060677,8.574123,222.39738,230.9645,2026-09-20,15,Sunday,Suroeste,Suroeste,Suroeste,Suroeste,Noreste,Noreste
2026-09-20 16:00:00,1.2074767,2.9024127,206.56499,277.1249,2026-09-20,16,Sunday,Suroeste,Oeste,Sursuroeste,Oeste,Noreste,Este
2026-09-20 17:00:00,1.4058449,0.9693296,140.19447,201.80147,2026-09-20,17,Sunday,Sureste,Sur,Sureste,Sursuroeste,Noroeste,Norte
2026-09-20 18:00:00,3.7842832,4.0249224,92.72626,79.69521,2026-09-20,18,Sunday,Este,Este,Este,Este,Oeste,Oeste
2026-09-20 19:00:00,1.1384199,3.710795,341.56494,284.03625,2026-09-20,19,Sunday,Norte,Oeste,Nornoroeste,Oestenoroeste,Sur,Este
2026-09-20 20:00:00,4.186693,3.4152596,64.5367,71.564964,2026-09-20,20,Sunday,Noreste,Este,Estenoreste,Estenoreste,Suroeste,Oeste
2026-09-20 21:00:00,1.6199999,1.5379207,360.0,20.556128,2026-09-20,21,Sunday,Norte,Norte,Norte,Nornoreste,Sur,Sur
2026-09-20 22:00:00,4.5536795,5.195113,71.564964,104.03627,2026-09-20,22,Sunday,Este,Este,Estenoreste,Estesureste,Oeste,Oeste
2026-09-20 23:00:00,5.9427266,11.165805,91.73567,88.15243,2026-09-20,23,Sunday,Este,Este,Este,Este,Oeste,Oeste
2026-09-21 00:00:00,3.4623692,7.748368,152.10283,120.73541,2026-09-21,0,Monday,Sureste,Sureste,Sursureste,Estesureste,Noroeste,Noroeste
2026-09-21 01:00:00,4.2136917,9.801326,70.01681,82.61405,2026-09-21,1,Monday,Este,Este,Estenoreste,Este,Oeste,Oeste
2026-09-21 02:00:00,0.9,4.0449967,323.13,57.724377,2026-09-21,2,Monday,Noroeste,Noreste,Noroeste,Estenoreste,Sureste,Suroeste
2026-09-21 03:00:00,0.25455844,1.4058449,135.0001,129.80553,2026-09-21,3,Monday,Sureste,Sureste,Sureste,Sureste,Noroeste,Noroeste
2026-09-21 04:00:00,2.0523157,5.2416787,15.255177,15.945477,2026-09-21,4,Monday,Norte,Norte,Nornoreste,Nornoreste,Sur,Sur
2026-09-21 05:00:00,3.4763772,5.369916,111.25058,129.55963,2026-09-21,5,Monday,Este,Sureste,Estesureste,Sureste,Oeste,Noroeste
2026-09-21 06:00:00,5.815978,12.979984,21.801476,56.3099,2026-09-21,6,Monday,Norte,Noreste,Nornoreste,Estenoreste,Sur,Suroeste
2026-09-21 07:00:00,1.1525624,4.73506,218.65984,188.74608,2026-09-21,7,Monday,Suroeste,Sur,Suroeste,Sur,Noreste,Norte
2026-09-21 08:00:00,3.9844694,4.846648,198.43504,201.80147,2026-09-21,8,Monday,Sur,Sur,Sursuroeste,Sursuroeste,Norte,Norte
2026-09-21 09:00:00,0.56920993,0.9,161.56496,36.86999,2026-09-21,9,Monday,Sur,Noreste,Sursureste,Noreste,Norte,Suroeste
2026-09-21 10:00:00,7.7900705,9.668195,229.68597,241.0491,2026-09-21,10,Monday,Suroeste,Suroeste,Suroeste,Oestesuroeste,Noreste,Noreste
2026-09-21 11:00:00,9.422101,12.241323,226.54811,233.97253,2026-09-21,11,Monday,Suroeste,Suroeste,Suroeste,Suroeste,Noreste,Noreste
2026-09-21 12:00:00,10.055864,12.931218,224.27486,231.21562,2026-09-21,12,Monday,Suroeste,Suroeste,Suroeste,Suroeste,Noreste,Noreste
2026-09-21 13:00:00,8.209263,11.681987,232.12495,236.3099,2026-09-21,13,Monday,Suroeste,Suroeste,Suroeste,Oestesuroeste,Noreste,Noreste
2026-09-21 14:00:00,8.431228,11.755254,253.8865,258.51804,2026-09-21,14,Monday,Oeste,Oeste,Oestesuroeste,Oestesuroeste,Este,Este
2026-09-21 15:00:00,9.741642,13.841286,242.48808,249.44386,2026-09-21,15,Monday,Suroeste,Oeste,Oestesuroeste,Oestesuroeste,Noreste,Este
2026-09-21 16:00:00,8.827344,12.496719,249.71735,258.3664,2026-09-21,16,Monday,Oeste,Oeste,Oestesuroeste,Oestesuroeste,Este,Este
2026-09-21 17:00:00,6.248359,8.53815,221.49637,235.30478,2026-09-21,17,Monday,Suroeste,Suroeste,Suroeste,Suroeste,Noreste,Noreste
2026-09-21 18:00:00,2.50064,3.536439,149.74365,194.7436,2026-09-21,18,Monday,Sureste,Sur,Sursureste,Sursuroeste,Noroeste,Norte
2026-09-21 19:00:00,2.0124612,3.096837,79.69521,144.46223,2026-09-21,19,Monday,Este,Sureste,Este,Sureste,Oeste,Noroeste
2026-09-21 20:00:00,3.8647635,6.489992,62.24156,109.440125,2026-09-21,20,Monday,Noreste,Este,Estenoreste,Estesureste,Suroeste,Oeste
2026-09-21 21:00:00,1.835647,2.968636,11.3098955,104.03627,2026-09-21,21,Monday,Norte,Este,Nornoreste,Estesureste,Sur,Oeste
2026-09-21 22:00:00,5.09435,11.341428,122.00535,125.96061,2026-09-21,22,Monday,Sureste,Sureste,Estesureste,Sureste,Noroeste,Noroeste
2026-09-21 23:00:00,6.6818557,12.043869,62.744755,80.53775,2026-09-21,23,Monday,Noreste,Este,Estenoreste,Este,Suroeste,Oeste
