fecha_hora,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,fecha,hora,dia_semana,viene_de_10m,viene_de_100m,viene_de_10m_detalle,viene_de_100m_detalle,va_hacia_10m,va_hacia_100m
2026-09-20 00:00:00,2.7534704,7.172949,11.3098955,72.47434,2026-09-20,0,Sunday,Norte,Este,Nornoreste,Estenoreste,Sur,Oeste
2026-09-20 01:00:00,2.7475805,3.396233,328.39255,302.00534,2026-09-20,1,Sunday,Noroeste,Noroeste,Nornoroeste,Oestenoroeste,Sureste,Sureste
2026-09-20 02:00:00,1.1525624,2.8001428,308.65982,224.9999,2026-09-20,2,Sunday,Noroeste,Suroeste,Noroeste,Suroeste,Sureste,Noreste
2026-09-20 03:00:00,0.17999999,0.742159,360.0,75.96373,2026-09-20,3,Sunday,Norte,Este,Norte,Estenoreste,Sur,Oeste
2026-09-20 04:00:00,2.6758924,4.8633323,289.6539,267.87894,2026-09-20,4,Sunday,Oeste,Oeste,Oestenoroeste,Oeste,Este,Este
2026-09-20 05:00:00,2.9301877,6.6087217,100.619606,119.357666,2026-09-20,5,Sunday,Este,Sureste,Este,Estesureste,Oeste,Noroeste
2026-09-20 06:00:00,2.4149535,3.6179552,333.43503,354.2895,2026-09-20,6,Sunday,Noroeste,Norte,Nornoroeste,Norte,Sureste,Sur
2026-09-20 07:00:00,3.3481934,4.278551,306.25394,292.24908,2026-09-20,7,Sunday,Noroeste,Oeste,Noroeste,Oestenoroeste,Sureste,Este
2026-09-20 08:00:00,2.4482648,2.5772076,216.02747,245.22488,2026-09-20,8,Sunday,Suroeste,Suroeste,Suroeste,Oestesuroeste,Noreste,Noreste
2026-09-20 09:00:00,3.7064266,4.080882,209.0545,221.42357,2026-09-20,9,Sunday,Suroeste,Suroeste,Sursuroeste,Suroeste,Noreste,Noreste
2026-09-20 10:00:00,8.792405,10.464797,202.89058,206.56499,2026-09-20,10,Sunday,Suroeste,Suroeste,Sursuroeste,Sursuroeste,Noreste,Noreste
2026-09-20 11:00:00,9.292255,11.276967,201.59537,204.51962,2026-09-20,11,Sunday,Sur,Suroeste,Sursuroeste,Sursuroeste,Norte,Noreste
