fecha_hora,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,fecha,hora,dia_semana,viene_de_10m,viene_de_100m,viene_de_10m_detalle,viene_de_100m_detalle,va_hacia_10m,va_hacia_100m
2026-09-16 14:00:00,9.676569,12.016938,198.43504,196.53491,2026-09-16,14,Wednesday,Sur,Sur,Sursuroeste,Sursuroeste,Norte,Norte
2026-09-16 15:00:00,8.9873905,11.556504,212.73521,217.40543,2026-09-16,15,Wednesday,Suroeste,Suroeste,Sursuroeste,Suroeste,Noreste,Noreste
2026-09-16 16:00:00,7.6367526,9.703319,224.9999,229.51407,2026-09-16,16,Wednesday,Suroeste,Suroeste,Suroeste,Suroeste,Noreste,Noreste
2026-09-16 17:00:00,5.3699164,7.1321807,256.42953,280.17545,2026-09-16,17,Wednesday,Oeste,Oeste,Oestesuroeste,Oeste,Este,Este
2026-09-16 18:00:00,2.8460495,6.444905,304.69522,305.9098,2026-09-16,18,Wednesday,Noroeste,Noroeste,Noroeste,Noroeste,Sureste,Sureste
2026-09-16 19:00:00,1.1384199,1.609969,71.564964,116.56499,2026-09-16,19,Wednesday,Este,Sureste,Estenoreste,Estesureste,Oeste,Noroeste
2026-09-16 20:00:00,3.143565,5.1826253,66.37061,110.32322,2026-09-16,20,Wednesday,Noreste,Este,Estenoreste,Estesureste,Suroeste,Oeste
2026-09-16 21:00:00,2.1749482,4.2366967,24.443953,102.26476,2026-09-16,21,Wednesday,Noreste,Este,Nornoreste,Estesureste,Suroeste,Oeste
2026-09-16 22:00:00,8.099999,15.141414,90.0,118.39293,2026-09-16,22,Wednesday,Este,Sureste,Este,Estesureste,Oeste,Noroeste
2026-09-16 23:00:00,6.1226463,12.5032,335.69547,337.12628,2026-09-16,23,Wednesday,Noroeste,Noroeste,Nornoroeste,Nornoroeste,Sureste,Sureste
